,0
отчизна,3.005682604407159
чешева,3.9219733362813143
красота,0.0
передать,2.41789593950504
малыш,0.0
роберт,1.670681537674819
женщина,0.0
шум,3.005682604407159
чудесный,0.0
рубальский,0.0
девочка,2.0501711593797225
токмаков,0.0
салтана,0.0
фелица,3.5165082281731497
тематикистих,0.0
светлана,1.2829160066660557
краткий,0.0
корова,2.6692103677859462
самуил,0.0
из,0.4562374334815876
совсем,1.7247487589450947
уходить,1.8425317946014783
бражник,3.5165082281731497
поп,3.005682604407159
бы,1.0316015783851493
бестолковый,2.8233610476132043
селение,2.8233610476132043
счастие,1.3962446919730587
сиять,2.8233610476132043
данный,2.312535423847214
то,0.7864791203521645
осень,0.0
бабочка,2.6692103677859462
нива,2.130213867053259
борис,0.0
хайям,0.0
идти,1.213923135179104
смятение,3.5165082281731497
прилежность,3.9219733362813143
глядеть,2.217225244042889
перемена,3.005682604407159
руда,3.5165082281731497
прекрасный,0.7439195059333684
дать,1.1186129553747792
продать,3.5165082281731497
закат,2.312535423847214
июль,2.41789593950504
ржев,3.005682604407159
степ,3.005682604407159
частность,3.9219733362813143
поле,1.670681537674819
гений,1.7247487589450947
муромец,3.005682604407159
судия,3.5165082281731497
короткий,0.0
иосиф,0.0
нерукотворный,0.0
дремать,2.6692103677859462
рыбак,2.6692103677859462
фонтан,2.6692103677859462
минута,1.9070703157390494
фет,0.0
ветка,2.41789593950504
река,1.8425317946014783
крылов,0.0
пуля,3.228826155721369
детство,1.1186129553747792
юрий,1.8425317946014783
чувство,1.3962446919730587
огонь,1.9760631872260008
мороз,0.0
пот,2.41789593950504
шестой,3.228826155721369
берестов,0.0
встречаться,2.6692103677859462
прийти,0.0
ум,1.9070703157390494
прощать,2.0501711593797225
биография,0.0
бежать,1.9760631872260008
класс,1.2829160066660557
интернетбиблиотека,0.0
бальмонт,1.9760631872260008
привезти,3.5165082281731497
перед,1.3962446919730587
молодец,2.8233610476132043
смерть,0.0
авторский,0.0
снова,1.9070703157390494
письмо,0.0
прощание,2.312535423847214
жуковский,2.130213867053259
забытый,2.6692103677859462
сказать,1.004202604197035
чем,1.3570239788197773
асад,1.7819071727850435
окно,2.130213867053259
доброта,0.0
конь,2.41789593950504
бедный,2.217225244042889
коршун,2.8233610476132043
валерий,0.0
блаженный,3.9219733362813143
богатырь,3.005682604407159
штрафной,2.8233610476132043
федорино,3.005682604407159
внутри,3.5165082281731497
поколение,1.9070703157390494
другой,0.0
майор,3.228826155721369
ахмадулин,0.0
пора,1.3192836508369303
судьба,1.9070703157390494
летучий,2.6692103677859462
сад,1.4796263009121098
также,2.312535423847214
знаменитый,3.228826155721369
юлия,0.0
лесной,2.5356789751614235
бездна,2.5356789751614235
алеш,3.005682604407159
сатана,3.005682604407159
разговор,1.9760631872260008
вина,2.8233610476132043
бассейный,3.005682604407159
друг,0.8309308829229982
ждать,0.0
малый,0.0
создать,2.41789593950504
звать,0.0
симонов,2.5356789751614235
иногда,2.217225244042889
эпоха,2.8233610476132043
обвал,3.005682604407159
разрешить,3.5165082281731497
владимир,0.0
природа,0.0
знать,0.7233002187306328
для,0.0
иннокентий,3.005682604407159
филат,2.5356789751614235
редеть,2.6692103677859462
привет,0.0
толпа,2.5356789751614235
путаница,3.005682604407159
развиваться,3.9219733362813143
являться,0.0
невыразимый,3.5165082281731497
глубина,2.5356789751614235
штаны,3.005682604407159
работник,3.005682604407159
свинья,3.005682604407159
блудница,3.228826155721369
портрет,2.312535423847214
ниточка,3.9219733362813143
добрый,0.0
вольность,3.5165082281731497
шурка,3.005682604407159
парадное,3.5165082281731497
они,0.41042789745029334
немытый,2.6692103677859462
олег,2.130213867053259
песня,0.7649729151312009
цветаев,0.0
джалиль,0.0
зинаида,2.6692103677859462
человек,0.6077873316087886
баллада,1.5240780634829436
лиличка,3.005682604407159
жених,2.6692103677859462
тишина,2.0501711593797225
сибирский,3.5165082281731497
снег,1.6193882432872684
чистый,2.130213867053259
смысл,0.0
мориц,0.0
корабль,2.5356789751614235
тот,0.6077873316087886
властитель,3.5165082281731497
правильно,3.005682604407159
сжечь,3.005682604407159
борьба,2.8233610476132043
очки,2.8233610476132043
игорь,1.670681537674819
крестьянин,3.005682604407159
вот,0.8084580270709397
краска,2.5356789751614235
рожь,2.5356789751614235
предопределение,3.005682604407159
лето,0.0
прокурить,3.5165082281731497
помнить,0.0
зацепить,3.228826155721369
лебёдушка,2.6692103677859462
ответить,0.0404095383378767
контент,0.0
за,0.4719857904497268
куликовый,2.8233610476132043
чаадаев,2.6692103677859462
спать,1.7819071727850435
нет,0.7439195059333684
лениться,3.228826155721369
байрон,2.130213867053259
монолог,3.228826155721369
твердить,3.228826155721369
лафет,3.228826155721369
светило,3.228826155721369
царь,0.0
ночь,0.0
клетка,2.6692103677859462
диалог,3.228826155721369
сергейевич,3.9219733362813143
ахматов,0.0
равнина,2.130213867053259
зимний,0.0
няня,2.5356789751614235
певучесть,3.005682604407159
юг,3.5165082281731497
до,0.951558870711613
великий,1.213923135179104
взрослый,0.0404095383378767
суриков,2.41789593950504
забава,3.005682604407159
тараканище,2.8233610476132043
удалой,3.228826155721369
материал,0.0
старушка,2.312535423847214
рустих,0.0
комментарий,0.0404095383378767
торжествовать,3.5165082281731497
полоса,3.228826155721369
бывать,1.670681537674819
признание,2.217225244042889
день,0.0
водопад,3.228826155721369
варварство,3.005682604407159
слово,1.004202604197035
раздел,3.005682604407159
деревенский,2.6692103677859462
степь,2.312535423847214
бродский,0.0
птичий,2.6692103677859462
есть,0.6261364702769852
ладья,3.5165082281731497
дышать,2.130213867053259
рубай,0.0
рекомендовать,0.0404095383378767
ночной,1.9070703157390494
дрянь,3.5165082281731497
а,0.3524406397999441
понедельник,3.005682604407159
райский,3.228826155721369
асадов,0.0
выделяться,3.9219733362813143
станс,2.5356789751614235
сайт,0.0
вновь,2.0501711593797225
афанасий,0.0
ковыль,2.5356789751614235
трусиха,2.5356789751614235
распродажа,3.5165082281731497
камень,2.8233610476132043
ответ,0.030153038170687457
топ,0.0
батюшковы,2.5356789751614235
сосна,2.6692103677859462
мелколесье,2.41789593950504
выходить,2.0501711593797225
пальма,3.005682604407159
дядя,2.5356789751614235
запретить,0.0
дневный,3.005682604407159
палестина,3.005682604407159
мухацокотуха,3.005682604407159
гк,0.0
зазеленеть,3.005682604407159
зелёный,0.0
валерик,3.5165082281731497
над,1.1811333123561132
дар,2.41789593950504
элегия,2.6692103677859462
грибоедов,3.228826155721369
берендей,3.228826155721369
комната,2.6692103677859462
страда,3.5165082281731497
дойти,3.9219733362813143
труд,2.217225244042889
возгордиться,3.9219733362813143
луг,2.5356789751614235
найти,1.2478246868547855
имя,0.020000666706669435
жираф,3.005682604407159
утёс,2.6692103677859462
леонид,2.130213867053259
открытый,3.005682604407159
барно,3.9219733362813143
сельский,3.5165082281731497
сороковой,3.228826155721369
омар,0.0
зима,0.0
людмила,1.9070703157390494
паспорт,0.0
джим,2.5356789751614235
юбилейный,3.005682604407159
отечественный,2.6692103677859462
весна,0.0
реквием,2.6692103677859462
премия,2.41789593950504
россия,1.2478246868547855
одиночество,2.217225244042889
татарский,3.9219733362813143
опасть,2.41789593950504
волшебный,2.312535423847214
роща,1.9760631872260008
мальчишка,2.6692103677859462
рыжеть,3.228826155721369
предчувствовать,3.005682604407159
окружный,3.228826155721369
высоцкий,0.0
сознание,3.5165082281731497
нервно,3.5165082281731497
животное,0.0
цитата,0.0
самый,0.877450898557891
плохо,0.0
решение,3.005682604407159
клн,2.41789593950504
машенька,3.005682604407159
север,2.41789593950504
никакой,2.6692103677859462
двенадцать,3.005682604407159
твой,0.951558870711613
такой,0.0
волноваться,2.312535423847214
саввович,3.005682604407159
вернуться,0.0
жук,2.5356789751614235
ласточка,2.217225244042889
ошибка,2.312535423847214
читать,0.030153038170687457
привыкать,3.005682604407159
сеятель,3.228826155721369
здесь,1.2829160066660557
глянький,2.6692103677859462
ещ,1.4370666864933137
король,2.5356789751614235
грузия,2.8233610476132043
октябрь,3.005682604407159
симоново,0.0
узник,2.6692103677859462
заблудиться,3.5165082281731497
рассказ,1.9760631872260008
обязательный,0.0
завтра,1.9070703157390494
заметаться,2.41789593950504
римский,3.9219733362813143
классик,0.0
покинуть,2.217225244042889
пушкин,0.0
эдуард,0.0
крестьянский,3.228826155721369
вдруг,2.5356789751614235
волна,2.312535423847214
любитель,2.8233610476132043
мать,0.0
усачёв,0.0
сергей,0.0
радость,1.9760631872260008
матерный,0.0
согласно,0.0
вознесенский,2.6692103677859462
иван,0.0
остальной,2.41789593950504
усатыйполосатый,3.005682604407159
дом,1.213923135179104
чтобы,1.670681537674819
царевна,2.6692103677859462
осенний,1.6193882432872684
арион,3.228826155721369
часто,2.0501711593797225
велимир,3.005682604407159
жалеть,0.0
необычайный,3.5165082281731497
журавль,2.6692103677859462
сколько,1.670681537674819
лежать,2.0501711593797225
николай,0.0
или,0.030153038170687457
мы,0.2456726643742379
аукать,2.6692103677859462
фабрика,3.5165082281731497
желтеть,2.6692103677859462
козлик,3.005682604407159
некрасов,0.0
заходер,0.0
полный,2.0501711593797225
берза,2.6692103677859462
хорошо,0.0
популярный,0.0
собака,1.7819071727850435
остаться,1.9760631872260008
ветер,1.4796263009121098
таять,2.312535423847214
голый,2.6692103677859462
нос,2.8233610476132043
летний,2.217225244042889
флейтапозвоночник,3.005682604407159
двадцать,2.312535423847214
пёстрый,3.005682604407159
вагон,3.005682604407159
один,0.4254657748148339
лицо,2.130213867053259
зодчий,3.5165082281731497
первый,1.0316015783851493
годунов,3.005682604407159
расхитить,3.5165082281731497
достать,3.9219733362813143
державин,2.6692103677859462
гимн,3.228826155721369
красивый,0.030153038170687457
понемногу,3.005682604407159
свой,0.5720692490067093
дружба,0.0
солнце,0.0
тёркин,3.005682604407159
листок,2.217225244042889
берёза,2.41789593950504
страница,0.0
ресторан,3.005682604407159
свобода,2.8233610476132043
воздух,2.41789593950504
тукать,3.9219733362813143
мартышка,3.228826155721369
стих,0.0
мой,0.3384543978252041
гамзатов,0.0
сон,1.3962446919730587
я,0.0
молчание,3.005682604407159
антология,0.0
так,0.4719857904497268
телега,2.8233610476132043
друнина,0.0
беглец,3.228826155721369
упасть,3.228826155721369
отменить,0.0404095383378767
кинжал,2.6692103677859462
нравиться,1.0597724553518457
смотрины,3.5165082281731497
выть,2.41789593950504
копировать,0.0
белеть,0.0
рукав,3.9219733362813143
кедрина,2.8233610476132043
дума,2.312535423847214
поэт,0.0
пущино,3.5165082281731497
бог,1.2478246868547855
рождественский,0.0
сонет,2.5356789751614235
написать,1.2829160066660557
себя,0.0
всегда,1.2478246868547855
молитва,2.130213867053259
роза,1.670681537674819
константин,0.0
доблесть,3.005682604407159
завесить,3.5165082281731497
протяжение,3.5165082281731497
сероглазый,3.005682604407159
вода,1.7819071727850435
без,1.0316015783851493
земля,1.1186129553747792
веять,3.5165082281731497
жанр,3.9219733362813143
смешной,0.0
заря,2.0501711593797225
сниться,2.312535423847214
волга,2.6692103677859462
мнить,3.228826155721369
танкист,3.005682604407159
пир,3.5165082281731497
понять,1.4370666864933137
мгновение,0.0
лёгкий,0.0
будить,2.8233610476132043
семья,0.0
безмолвие,3.5165082281731497
побелый,3.5165082281731497
хотеть,1.1186129553747792
найтись,2.6692103677859462
поэтамклассик,3.9219733362813143
гавриил,2.6692103677859462
никитин,2.5356789751614235
кавказский,3.228826155721369
мир,0.8539204011476971
незнакомка,0.0
девушка,1.7819071727850435
мёртвый,3.005682604407159
краденое,2.8233610476132043
рустихогромный,0.0
стол,2.8233610476132043
хороший,0.0
голубой,1.9760631872260008
грядущий,3.5165082281731497
тоже,1.3570239788197773
луна,1.7819071727850435
серебряный,0.0
в,0.0
пол,2.5356789751614235
слава,1.9070703157390494
берггольц,2.8233610476132043
левый,2.8233610476132043
три,1.9760631872260008
ни,1.0887599922250981
позволять,2.6692103677859462
немножко,3.228826155721369
подняться,3.005682604407159
даниил,2.217225244042889
хлебников,3.005682604407159
пожар,2.130213867053259
вверху,0.0404095383378767
отстрадать,3.228826155721369
александр,0.0
воздвигнуть,0.0
дорога,0.0
дуб,0.0
бурно,3.9219733362813143
литература,2.130213867053259
достижение,3.9219733362813143
пропасть,2.41789593950504
язык,1.8425317946014783
золотой,0.0
рыбка,2.8233610476132043
фон,3.228826155721369
карта,0.0
тарковский,2.6692103677859462
только,0.8309308829229982
ужас,2.312535423847214
клятва,2.8233610476132043
полдень,3.005682604407159
про,0.0
отношение,2.41789593950504
юный,2.217225244042889
заболоцкий,2.312535423847214
папа,0.0
нечего,3.005682604407159
праздник,2.130213867053259
сестра,0.0
приключение,3.228826155721369
дело,1.6193882432872684
тёмный,2.130213867053259
больной,2.312535423847214
александров,3.228826155721369
коран,3.5165082281731497
век,0.0
цикл,2.5356789751614235
оказаться,2.5356789751614235
анализ,0.0
содержание,0.0
константинович,3.5165082281731497
мало,1.8425317946014783
одиноко,2.6692103677859462
убийственно,3.228826155721369
вуаль,3.005682604407159
школа,0.0
родный,1.670681537674819
есенин,0.0
кочетков,3.005682604407159
анчар,3.005682604407159
шибан,3.5165082281731497
вид,2.5356789751614235
утренний,2.5356789751614235
начало,1.9760631872260008
марш,3.228826155721369
хор,3.005682604407159
корней,0.0
перейти,0.0
у,0.0
яблоко,2.5356789751614235
быть,0.0
неизвестный,2.8233610476132043
петушок,3.005682604407159
шефнер,2.6692103677859462
просить,2.130213867053259
мужество,0.0
дыхание,2.41789593950504
одинокий,0.0
игрушка,3.005682604407159
утром,0.0
вельможа,3.5165082281731497
неохотно,3.005682604407159
шаганэ,2.6692103677859462
хулиган,2.312535423847214
отзыв,0.0404095383378767
жить,0.0
прощаться,2.5356789751614235
февраль,3.5165082281731497
котик,2.6692103677859462
лапа,2.5356789751614235
добавить,0.0404095383378767
повод,3.9219733362813143
унизиться,2.6692103677859462
перевести,3.9219733362813143
париж,2.6692103677859462
вечером,2.217225244042889
яковлев,2.8233610476132043
сжатый,2.6692103677859462
этот,0.41042789745029334
свеча,2.6692103677859462
жарка,2.6692103677859462
при,0.0
натюрморт,3.005682604407159
юнна,0.0
плач,0.0
русь,0.0
хармс,0.0
майский,2.41789593950504
везти,3.5165082281731497
край,1.670681537674819
удаваться,3.228826155721369
повседневный,3.9219733362813143
стихотворение,0.0
гамзат,2.217225244042889
муза,2.6692103677859462
чистописание,3.005682604407159
вечер,1.2478246868547855
керн,0.0
анна,0.0
белла,0.0
пилигрим,3.228826155721369
барто,0.0
церковный,3.5165082281731497
василий,1.8425317946014783
фёдор,0.0
петь,2.41789593950504
максим,2.41789593950504
разработчик,3.5165082281731497
рука,1.5705980791178364
дождь,1.8425317946014783
полумаска,3.005682604407159
женский,0.0
странный,1.9070703157390494
листопад,2.6692103677859462
кристина,3.005682604407159
русский,0.0
чудной,0.0
вещий,2.8233610476132043
база,0.0
разгар,3.5165082281731497
к,0.0
скрипка,2.6692103677859462
удивительный,2.312535423847214
желать,2.8233610476132043
пылко,2.6692103677859462
поэтыстих,0.0
купол,3.5165082281731497
капитан,3.228826155721369
гиппиус,3.005682604407159
предугадать,3.5165082281731497
зреть,2.5356789751614235
вадим,2.312535423847214
маршак,0.0
пастернак,0.0
кто,0.0
конец,2.130213867053259
брюсов,0.0
весенний,1.6193882432872684
незлобивый,3.9219733362813143
некрасиво,3.228826155721369
почему,1.670681537674819
никогда,1.9070703157390494
холм,2.41789593950504
однажды,2.217225244042889
родимый,2.312535423847214
память,1.3192836508369303
манить,3.5165082281731497
кавказ,2.312535423847214
чаровать,2.6692103677859462
эхо,2.5356789751614235
научиться,2.6692103677859462
скакать,3.005682604407159
гремучий,3.5165082281731497
ревность,2.5356789751614235
соловьиный,3.228826155721369
щенок,2.6692103677859462
талисман,2.8233610476132043
согнать,3.5165082281731497
полтава,0.0
лебедь,2.8233610476132043
блог,0.0
евтушенко,0.0
входить,2.8233610476132043
отвоевать,3.228826155721369
невыплакаться,3.9219733362813143
чума,3.228826155721369
буря,1.9760631872260008
каждый,0.9262410627273231
размышление,3.005682604407159
будущее,3.228826155721369
вячеслав,2.8233610476132043
демон,3.005682604407159
ива,2.8233610476132043
не,0.0
мережковский,2.8233610476132043
поэма,1.8425317946014783
окошко,2.0501711593797225
лукоморье,0.0
предать,2.8233610476132043
воспользоваться,0.0404095383378767
дорогой,1.7819071727850435
какой,0.951558870711613
огромный,2.0501711593797225
изпод,3.005682604407159
полка,2.8233610476132043
рассеянный,2.8233610476132043
долматовский,2.6692103677859462
воскресение,3.5165082281731497
список,0.0
студёный,3.5165082281731497
искать,1.8425317946014783
кладбище,3.228826155721369
пред,2.217225244042889
иня,3.005682604407159
зверь,2.6692103677859462
бунин,0.0
пороша,2.6692103677859462
последний,1.4370666864933137
габдул,3.9219733362813143
воздушный,3.228826155721369
сжать,3.005682604407159
герой,2.217225244042889
аналогичный,0.0
жизнь,0.0
крыть,2.8233610476132043
печальный,1.9760631872260008
ломоносов,2.8233610476132043
осип,2.312535423847214
лошадь,2.8233610476132043
внимать,2.8233610476132043
сфинкс,3.005682604407159
наслать,0.0404095383378767
тоска,1.7247487589450947
горький,2.8233610476132043
гамлет,3.228826155721369
мимоза,3.005682604407159
попытка,3.005682604407159
глина,2.5356789751614235
волков,2.8233610476132043
балда,3.005682604407159
убить,2.5356789751614235
посетить,2.41789593950504
дикий,3.005682604407159
чуковский,0.0
маргарита,2.6692103677859462
плещеев,2.5356789751614235
о,0.0
федотастрелец,3.5165082281731497
человеческий,2.6692103677859462
думать,1.5240780634829436
холодный,2.8233610476132043
милый,1.4796263009121098
золото,2.8233610476132043
недаром,2.6692103677859462
известный,0.0
великан,2.6692103677859462
заяц,3.005682604407159
окружающий,3.005682604407159
накаляться,4.61512051684126
гте,3.228826155721369
именно,2.312535423847214
почитать,2.312535423847214
фридрих,3.5165082281731497
тревожить,3.5165082281731497
равно,2.41789593950504
бойков,4.61512051684126
ваш,1.9760631872260008
мешать,3.5165082281731497
наталья,1.7819071727850435
кривов,4.61512051684126
творец,3.5165082281731497
артюра,3.5165082281731497
зинчук,4.61512051684126
степанов,2.5356789751614235
уильям,2.8233610476132043
дроздовый,3.9219733362813143
собакин,3.5165082281731497
нужный,1.9760631872260008
редьярд,3.005682604407159
лёгкость,3.5165082281731497
люболь,3.9219733362813143
крутиться,4.61512051684126
вера,1.4796263009121098
заповедь,2.8233610476132043
провести,3.9219733362813143
тихий,2.312535423847214
быков,2.5356789751614235
терять,3.005682604407159
тим,3.005682604407159
падаль,3.5165082281731497
давно,1.7819071727850435
поостеречься,3.9219733362813143
дед,2.41789593950504
между,3.228826155721369
эризна,3.9219733362813143
мечтать,3.228826155721369
азбука,2.6692103677859462
сильно,2.6692103677859462
бегемот,3.228826155721369
боль,2.41789593950504
замечательный,1.670681537674819
год,0.6448286032891376
цвет,3.228826155721369
запрещать,3.9219733362813143
вопрос,2.8233610476132043
катиться,3.005682604407159
помощь,3.228826155721369
блюз,3.5165082281731497
победа,2.41789593950504
актуальность,3.228826155721369
шарль,2.5356789751614235
мазунина,3.5165082281731497
уродливый,3.5165082281731497
читатель,1.9070703157390494
неведомый,3.5165082281731497
шиллер,3.5165082281731497
взаимный,4.61512051684126
произведение,0.951558870711613
полозковый,4.61512051684126
лан,3.228826155721369
карпинский,3.9219733362813143
автострада,3.9219733362813143
душевный,1.9070703157390494
времна,3.9219733362813143
важность,4.61512051684126
вкус,3.228826155721369
бодлер,2.5356789751614235
многий,2.5356789751614235
чрный,2.6692103677859462
перчатка,3.228826155721369
прийтись,3.228826155721369
пьяный,2.8233610476132043
лирический,3.9219733362813143
испытывать,3.5165082281731497
кот,1.8425317946014783
стараться,2.5356789751614235
киплинг,3.005682604407159
настроение,2.8233610476132043
полозкова,3.005682604407159
мазай,3.5165082281731497
страх,3.005682604407159
рембо,3.5165082281731497
багаж,3.5165082281731497
возникать,3.9219733362813143
состояние,3.228826155721369
шекспир,2.5356789751614235
четыре,2.8233610476132043
страсть,2.0501711593797225
водоворот,4.61512051684126
момент,3.005682604407159
бутко,4.61512051684126
бутылка,3.9219733362813143
магия,4.61512051684126
стройный,4.61512051684126
домашний,3.5165082281731497
танэда,3.9219733362813143
помиловать,4.61512051684126
найтый,3.9219733362813143
взор,3.228826155721369
